User Role ID Password Name 
T;50000228;abcdef;Asian Gems & Jewels;
T;50000229;abcdef;Asics;
T;50000230;abcdef;Asist Health Care;
T;50000231;abcdef;Asmi;
T;50000232;abcdef;Aster Luxury;
T;50000233;abcdef;Aston Paris;
T;50000234;abcdef;Astrodidi;
T;50000235;abcdef;Asus;
T;50000236;abcdef;At Ur Door;
T;50000237;abcdef;Atc;
T;50000238;abcdef;Athena;
T;50000239;abcdef;Atithee;
T;50000240;abcdef;Atithi;
T;50000241;abcdef;Atlantic;
T;50000242;abcdef;Attitude;
T;50000243;abcdef;Audeze;
T;50000244;abcdef;Auraa;
T;50000245;abcdef;Aurelia;
T;50000246;abcdef;Auto Power Gold;
T;50000247;abcdef;AutoGarh;
T;50000248;abcdef;AutoKraftZ;
T;50000249;abcdef;Autocop;
T;50000250;abcdef;Autofurnish;
T;50000251;abcdef;Autokartindia;
T;50000252;abcdef;Autoplus;
T;50000253;abcdef;Autopot;
T;50000254;abcdef;Autosun;
T;50000255;abcdef;Avalon Organics;
T;50000256;abcdef;Avantree;
T;50000257;abcdef;Avaron Projekt;
T;50000258;abcdef;Avaron projekt;
T;50000259;abcdef;Avenue;
T;50000260;abcdef;Aviiq;
T;50000261;abcdef;Avita;
T;50000262;abcdef;Avon;
T;50000263;abcdef;Avyak;
T;50000264;abcdef;Awari;
T;50000265;abcdef;Awesome;
T;50000266;abcdef;Awesome Fab;
T;50000267;abcdef;Axcess;
T;50000268;abcdef;Ayesha;
T;50000269;abcdef;B R TRADING;
T;50000270;abcdef;B-Fashionable;
T;50000271;abcdef;BAAJ;
T;50000272;abcdef;BACHELORS N BEYOND;
T;50000273;abcdef;BAFNA GEMS & JEWELS;
T;50000274;abcdef;BALAJI EXPORTS;
T;50000275;abcdef;BARESKIN;
T;50000276;abcdef;BASRA;
T;50000277;abcdef;BEARDO;
T;50000278;abcdef;BELL;
T;50000279;abcdef;BESTSUIT;
T;50000280;abcdef;BEcom;
T;50000281;abcdef;BFT;
T;50000282;abcdef;BGS;
T;50000283;abcdef;BI;
T;50000284;abcdef;BIKER BOYS;
T;50000285;abcdef;BLM;
T;50000286;abcdef;BM BELMONTE;
T;50000287;abcdef;BM WOOD FURNITURE;
T;50000288;abcdef;BMS Lifestyle;
T;50000289;abcdef;BODYSENSE;
T;50000290;abcdef;BOLLYWOOD ACCESSORY;
T;50000291;abcdef;BOMBAY VELVAT FAB;
T;50000292;abcdef;BONHEUR;
T;50000293;abcdef;BOTH11;
T;50000294;abcdef;BRANDWAGON;
T;50000295;abcdef;BRECKEN PAUL;
T;50000296;abcdef;BUMPKIN;
T;50000297;abcdef;BURDY;
T;50000298;abcdef;BUTTERFILES;
T;50000299;abcdef;BaBylissPRO;
T;50000300;abcdef;Baalaa;
T;50000301;abcdef;Babeezworld;
T;50000302;abcdef;Baby Bucket;
T;50000303;abcdef;Baby Moshai;
T;50000304;abcdef;Baby Pink;
T;50000305;abcdef;BabyBucket;
T;50000306;abcdef;Babyliss;
T;50000307;abcdef;Babyoye Premium;
T;50000308;abcdef;Babysid Collection;
T;50000309;abcdef;Babytintin;
T;50000310;abcdef;Bada Saab Juniors;
T;50000311;abcdef;Bagru Crafts;
T;50000312;abcdef;BagsHub;
T;50000313;abcdef;Bajaj;
T;50000314;abcdef;Bajya;
T;50000315;abcdef;Balaji;
T;50000316;abcdef;Balaji Art;
T;50000317;abcdef;Baltra;
T;50000318;abcdef;Balujas;
T;50000319;abcdef;Barbar;
T;50000320;abcdef;Be 13;
T;50000321;abcdef;Be You;
T;50000322;abcdef;BeYOUtiful;
T;50000323;abcdef;Beanz;
T;50000324;abcdef;Beautywear;
T;50000325;abcdef;Beebay;
T;50000326;abcdef;Behringer;
T;50000327;abcdef;Beige;
T;50000328;abcdef;Being Nawab;
T;50000329;abcdef;Being Trendy;
T;50000330;abcdef;Being Women;
T;50000331;abcdef;Beingwomen;
T;50000332;abcdef;Belkin;
T;50000333;abcdef;Bella Moda;
T;50000334;abcdef;BelleGirl;
T;50000335;abcdef;Bells and Whistles;
T;50000336;abcdef;Bemoree;
T;50000337;abcdef;Bengal Blooms;
T;50000338;abcdef;Bento;
T;50000339;abcdef;Beora;
T;50000340;abcdef;Bestech;
T;50000341;abcdef;Besto;
T;50000342;abcdef;Bestway;
T;50000343;abcdef;Beyblade;
T;50000344;abcdef;Bhalaria;
T;50000345;abcdef;Bharat;
T;50000346;abcdef;Bharatcraft;
T;50000347;abcdef;Bhavika;
T;50000348;abcdef;Bhavya;
T;50000349;abcdef;Bid4desire;
T;50000350;abcdef;Big Mike s;
T;50000351;abcdef;BigCompany;
T;50000352;abcdef;Bigkik;
T;50000353;abcdef;BijouVertex;
T;50000354;abcdef;Bike World;
T;50000355;abcdef;Binatone;
T;50000356;abcdef;Bio Kid;
T;50000357;abcdef;Bio kid;
T;50000358;abcdef;Birdy;
T;50000359;abcdef;Black;
T;50000360;abcdef;Black & Decker;
T;50000361;abcdef;Black & Yellow;
T;50000362;abcdef;Black Bee;
T;50000363;abcdef;Black Butterfly;
T;50000364;abcdef;Black Diamond;
T;50000365;abcdef;Black Multi;
T;50000366;abcdef;Black Stallion;
T;50000367;abcdef;Black/ White;
T;50000368;abcdef;Blackberrys;
T;50000369;abcdef;Bless;
T;50000370;abcdef;Blessed;
T;50000371;abcdef;Bling;
T;50000372;abcdef;Blinkin;
T;50000373;abcdef;Blissdrizzle;
T;50000374;abcdef;Blizzard Entertainment;
T;50000375;abcdef;Blue;
T;50000376;abcdef;Blue Birds USA Homeware;
T;50000377;abcdef;Blue Birds Usa Homeware;
T;50000378;abcdef;Blue Button;
T;50000379;abcdef;Blue Dot;
T;50000380;abcdef;Blue Heaven;
T;50000381;abcdef;Blue Me;
T;50000382;abcdef;BlueStone;
T;50000383;abcdef;Blueberry;
T;50000384;abcdef;Blush Collections;
T;50000385;abcdef;BnC;
T;50000386;abcdef;Body Balance;
T;50000387;abcdef;Body Care;
T;50000388;abcdef;Bodycare;
T;50000389;abcdef;Bold Black;
T;50000390;abcdef;Bombay Dyeing;
T;50000391;abcdef;Bond Beatz;
T;50000392;abcdef;Bootwale;
T;50000393;abcdef;Boreal;
T;50000394;abcdef;BornBabyKids;
T;50000395;abcdef;Bosch;
T;50000396;abcdef;Boss;
T;50000397;abcdef;Bottoms More;
T;50000398;abcdef;Bow! Wow!!;
T;50000399;abcdef;Bracketron;
T;50000400;abcdef;Brahaan BLUE TAG;
T;50000401;abcdef;Brahmz;
T;50000402;abcdef;BrandMeUp;
T;50000403;abcdef;BrandTrendz;
T;50000404;abcdef;Brandvilla;
T;50000405;abcdef;Breakbounce;
T;50000406;abcdef;Breathe;
T;50000407;abcdef;Bright Home Appliances;
T;50000408;abcdef;Brillare Science;
T;50000409;abcdef;Brite;
T;50000410;abcdef;Britex;
T;50000411;abcdef;Broche;
T;50000412;abcdef;Brown;
T;50000413;abcdef;Bubi;
T;50000414;abcdef;Budding Bees;
T;50000415;abcdef;BuildTrack;
T;50000416;abcdef;Bull's Eye;
T;50000417;abcdef;Burt s Bees;
T;50000418;abcdef;Butterflies;
T;50000419;abcdef;Buy Clues;
T;50000420;abcdef;Buyer's Beach;
T;50000421;abcdef;Buynow;
T;50000422;abcdef;C Kreul;
T;50000423;abcdef;C&E;
T;50000424;abcdef;C. O. Bigelow;
T;50000425;abcdef;C.E Collection;
T;50000426;abcdef;C9;
T;50000427;abcdef;CALCULUS;
T;50000428;abcdef;CALTRIX;
T;50000429;abcdef;CANMP;
T;50000430;abcdef;CARBANAO;
T;50000431;abcdef;CASEDEAL;
T;50000432;abcdef;CEAT;
T;50000433;abcdef;CHHOTE JANAB;
T;50000434;abcdef;CHIKFAB;
T;50000435;abcdef;CHINMAY KIDS;
T;50000436;abcdef;CHKOKKO;
T;50000437;abcdef;CHOCOBERRY;
T;50000438;abcdef;CLASSY;
T;50000439;abcdef;CLUB YORK;
T;50000440;abcdef;CLYMB;
T;50000441;abcdef;COIRFIT;
T;50000442;abcdef;COLORS FOR LIVING;
T;50000443;abcdef;CONVENIENCE;
T;50000444;abcdef;CORA;
T;50000445;abcdef;COTTON ON KIDS;
T;50000446;abcdef;CPEX;
T;50000447;abcdef;CREEDS;
T;50000448;abcdef;CSBS Sale;
T;50000449;abcdef;CTW;
T;50000450;abcdef;CUBA;
T;50000451;abcdef;Caffeine;
T;50000452;abcdef;Calico Critters;
T;50000453;abcdef;Calvin Klein;
T;50000454;abcdef;Cambio;
T;50000455;abcdef;Camelion;
T;50000456;abcdef;Camey;
T;50000457;abcdef;Campap;
T;50000458;abcdef;Camt;
T;50000459;abcdef;Camy;
T;50000460;abcdef;Candy House;
T;50000461;abcdef;Canon;
T;50000462;abcdef;Capdase;
T;50000463;abcdef;Capeshoppers;
T;50000464;abcdef;Capturing Happiness;
T;50000465;abcdef;Car vastra;
T;50000466;abcdef;CarMobCentral;
T;50000467;abcdef;CarReflection;
T;50000468;abcdef;CarSizzler;
T;50000469;abcdef;CaratLane;
T;50000470;abcdef;Caratcents;
T;50000471;abcdef;Caratify;
T;50000472;abcdef;Carbanao;
T;50000473;abcdef;Carlos;
T;50000474;abcdef;Carmity;
T;50000475;abcdef;Carrel;
T;50000476;abcdef;Carrot Pink;
T;50000477;abcdef;Carrot Red;
T;50000478;abcdef;Carter'S;
T;50000479;abcdef;Casa Copenhagen;
T;50000480;abcdef;Case Logic;
T;50000481;abcdef;Casotec;
T;50000482;abcdef;Casual;
T;50000483;abcdef;Cayman;
T;50000484;abcdef;Ceela;
T;50000485;abcdef;Celebration;
T;50000486;abcdef;Celebration Mart;
T;50000487;abcdef;Celix;
T;50000488;abcdef;Cellbazaar;
T;50000489;abcdef;Cello;
T;50000490;abcdef;Cello Furniture;
T;50000491;abcdef;Cenizas;
T;50000492;abcdef;Chambor;
T;50000493;abcdef;Champ;
T;50000494;abcdef;Chandra Creations;
T;50000495;abcdef;Change360°;
T;50000496;abcdef;Chap Ice;
T;50000497;abcdef;Charvee;
T;50000498;abcdef;Chazer;
T;50000499;abcdef;Checkered Chef;
T;50000500;abcdef;Cheeky Chompers;
T;50000501;abcdef;Chefkraft;
T;50000502;abcdef;Cherry;
T;50000503;abcdef;Chevron;
T;50000504;abcdef;Chickraft;
T;50000505;abcdef;Chinhhari Arts;
T;50000506;abcdef;Chipchop;
T;50000507;abcdef;Chipmunk;
T;50000508;abcdef;ChiragBelhi;
T;50000509;abcdef;Chokree;
T;50000510;abcdef;Chota Bheem;
T;50000511;abcdef;Chrishan;
T;50000512;abcdef;Chrome;
T;50000513;abcdef;Chumbak;
T;50000514;abcdef;Ciemme;
T;50000515;abcdef;Cinderella;
T;50000516;abcdef;Cinderella Collection By Shining Diva;
T;50000517;abcdef;Clairol;
T;50000518;abcdef;Clara;
T;50000519;abcdef;Clareo;
T;50000520;abcdef;Classique Designer Jewellery;
T;50000521;abcdef;Classmate;
T;50000522;abcdef;Clazz;
T;50000523;abcdef;Clear Face;
T;50000524;abcdef;Clear Shield;
T;50000525;abcdef;Clench;
T;50000526;abcdef;Clever Steps;
T;50000527;abcdef;Clickforsign;
T;50000528;abcdef;Clickroo;
T;50000529;abcdef;Cloth Fusion;
T;50000530;abcdef;Clovia;
T;50000531;abcdef;Clublaptop;
T;50000532;abcdef;Cm Treder;
T;50000533;abcdef;Coash;
T;50000534;abcdef;Cobb;
T;50000535;abcdef;Cocktail;
T;50000536;abcdef;Coco Bee;
T;50000537;abcdef;Coffee;
T;50000538;abcdef;CoffeeBean;
T;50000539;abcdef;Coleman;
T;50000540;abcdef;Collectible India;
T;50000541;abcdef;Color Palatte;
T;50000542;abcdef;ColorPlus;
T;50000543;abcdef;Colour Me Mad;
T;50000544;abcdef;Columbus;
T;50000545;abcdef;Com-Paint;
T;50000546;abcdef;Comex;
T;50000547;abcdef;Comfast;
T;50000548;abcdef;Comfort;
T;50000549;abcdef;Comfort Couch;
T;50000550;abcdef;Conair;
T;50000551;abcdef;CookAid;
T;50000552;abcdef;Cookart;
T;50000553;abcdef;Corcepts;
T;50000554;abcdef;Corona;
T;50000555;abcdef;Cosco;
T;50000556;abcdef;Cotab;
T;50000557;abcdef;Cotonex;
T;50000558;abcdef;Cotson;
T;50000559;abcdef;Cottage;
T;50000560;abcdef;Cotton Fab;
T;50000561;abcdef;Cotton On Kids;
T;50000562;abcdef;Cotton World;
T;50000563;abcdef;Cotts Hub;
T;50000564;abcdef;Coucou;
T;50000565;abcdef;Craft And Curtain;
T;50000566;abcdef;Craft Store India;
T;50000567;abcdef;Craft Trade;
T;50000568;abcdef;CraftGhar;
T;50000569;abcdef;Craftatoz;
T;50000570;abcdef;Craftcart;
T;50000571;abcdef;Craftghar;
T;50000572;abcdef;Craftuno;
T;50000573;abcdef;Crafty Hands;
T;50000574;abcdef;Cratly;
T;50000575;abcdef;CrayonFlakes;
T;50000576;abcdef;Craze;
T;50000577;abcdef;Crazy Deal;
T;50000578;abcdef;Crazytowear;
T;50000579;abcdef;Cream;
T;50000580;abcdef;Creative Spinach;
T;50000581;abcdef;Creative Textiles;
T;50000582;abcdef;Creative Width Decor;
T;50000583;abcdef;Creativity Centre;
T;50000584;abcdef;Creez;
T;50000585;abcdef;Crezy;
T;50000586;abcdef;Crocs;
T;50000587;abcdef;Crocslite;
T;50000588;abcdef;Crokrok;
T;50000589;abcdef;Crompton;
T;50000590;abcdef;Cross Fingers;
T;50000591;abcdef;Crunchy Fashion;
T;50000592;abcdef;Crux&Hunter;
T;50000593;abcdef;Crystle;
T;50000594;abcdef;Cubetek;
T;50000595;abcdef;Curren Nx;
T;50000596;abcdef;Cutecumber;
T;50000597;abcdef;Cynthia's Fashion;
T;50000598;abcdef;Czds India;
T;50000599;abcdef;D&D;
T;50000600;abcdef;D'Panache;
T;50000601;abcdef;D'clair;
T;50000602;abcdef;D'steek;
T;50000603;abcdef;D-LINK;
T;50000604;abcdef;D-Link;
T;50000605;abcdef;D-ROCK;
T;50000606;abcdef;DANR;
T;50000607;abcdef;DARPAN;
T;50000608;abcdef;DC Universe;
T;50000609;abcdef;DCA;
T;50000610;abcdef;DEBOCK;
T;50000611;abcdef;DECOREX;
T;50000612;abcdef;DEEP FASHION;
T;50000613;abcdef;DEEPAK N DIVYA;
T;50000614;abcdef;DENIM CAFE;
T;50000615;abcdef;DFH;
T;50000616;abcdef;DFR;
T;50000617;abcdef;DGB;
T;50000618;abcdef;DH-Discovery;
T;50000619;abcdef;DICE;
T;50000620;abcdef;DISNEY;
T;50000621;abcdef;DIVAS CHOICE;
T;50000622;abcdef;DIY;
T;50000623;abcdef;DLOOP;
T;50000624;abcdef;DOCOSS;
T;50000625;abcdef;DOLZ;
T;50000626;abcdef;DOUBLE HORSE;
T;50000627;abcdef;DSC;
T;50000628;abcdef;DWM;
T;50000629;abcdef;Da intimo;
T;50000630;abcdef;DailyObjects;
T;50000631;abcdef;Dailyware;
T;50000632;abcdef;DakshCraft;
T;50000633;abcdef;Damemoda;
T;50000634;abcdef;Dancing Girl;
T;50000635;abcdef;Dapinc;
T;50000636;abcdef;Dark Grey;
T;50000637;abcdef;Dark Image;
T;50000638;abcdef;Dark Pink;
T;50000639;abcdef;Dark Red;
T;50000640;abcdef;Darkpink;
T;50000641;abcdef;Darvesh;
T;50000642;abcdef;Dassler;
T;50000643;abcdef;Data cable;
T;50000644;abcdef;Daxter;
T;50000645;abcdef;Day By Day;
T;50000646;abcdef;Daycraft;
T;50000647;abcdef;Dazzle Collections;
T;50000648;abcdef;Ddreamz;
T;50000649;abcdef;De TechInn;
T;50000650;abcdef;DeStudio;
T;50000651;abcdef;Dealcrox;
T;50000652;abcdef;Deben & Hill;
T;50000653;abcdef;Decon;
T;50000654;abcdef;Decore Sources;
T;50000655;abcdef;Decot Paradise;
T;50000656;abcdef;Decron Jewels;
T;50000657;abcdef;Deep;
T;50000658;abcdef;Deepvan;
T;50000659;abcdef;Delberto;
T;50000660;abcdef;Demira Jewels;
T;50000661;abcdef;Demokrazy;
T;50000662;abcdef;Denim 86;
T;50000663;abcdef;Dernier Wear;
T;50000664;abcdef;Desert Eshop;
T;50000665;abcdef;DesiPanache;
T;50000666;abcdef;Design Desk;
T;50000667;abcdef;Designwallas;
T;50000668;abcdef;Desire;
T;50000669;abcdef;Desirica;
T;50000670;abcdef;Detak;
T;50000671;abcdef;Dev Jewellery;
T;50000672;abcdef;Devina Jewels;
T;50000673;abcdef;Devinez;
T;50000674;abcdef;Dexas;
T;50000675;abcdef;Dgold;
T;50000676;abcdef;Dhhan;
T;50000677;abcdef;Dhiyaa Traders;
T;50000678;abcdef;Dhrohar;
T;50000679;abcdef;Di Classe;
T;50000680;abcdef;Dicapac;
T;50000681;abcdef;Digilight;
T;50000682;abcdef;Digisol;
T;50000683;abcdef;Digital Marketing;
T;50000684;abcdef;Digni;
T;50000685;abcdef;Dilan Jewels;
T;50000686;abcdef;Dimple Creation;
T;50000687;abcdef;Dinoimpex;
T;50000688;abcdef;Diovanni;
T;50000689;abcdef;Discovery Toys;
T;50000690;abcdef;Disney;
T;50000691;abcdef;Dispowear;
T;50000692;abcdef;Diti Jewellery;
T;50000693;abcdef;Ditya;
T;50000694;abcdef;Divaz;
T;50000695;abcdef;Divine Gifts & Artificial Jewellery;
T;50000696;abcdef;Divine Tree;
T;50000697;abcdef;Diviniti;
T;50000698;abcdef;Dizionario;
T;50000699;abcdef;Dloop;
T;50000700;abcdef;Do Bhai;
T;50000701;abcdef;Doctor Who;
T;50000702;abcdef;Dolphin Product;
T;50000703;abcdef;Dolz;
T;50000704;abcdef;Done By None;
T;50000705;abcdef;Dongli;
T;50000706;abcdef;Doraemon Gift Family Ceramic Coffee Mug;
T;50000707;abcdef;Dove;
T;50000708;abcdef;Download Apparel;
T;50000709;abcdef;Dr. Thapar's;
T;50000710;abcdef;Dr.Cool;
T;50000711;abcdef;Dragon;
T;50000712;abcdef;DreamShop;
T;50000713;abcdef;Dreamshomes;
T;50000714;abcdef;Dreamszone;
T;50000715;abcdef;Dremel;
T;50000716;abcdef;Dress Villa;
T;50000717;abcdef;DressBerry;
T;50000718;abcdef;DressVilla;
T;50000719;abcdef;Dressberry;
T;50000720;abcdef;Dungri India Craft;
T;50000721;abcdef;Dupli Color;
T;50000722;abcdef;Durian;
T;50000723;abcdef;Dutch Benson;
T;50000724;abcdef;Dyna;
T;50000725;abcdef;Dynex;
T;50000726;abcdef;E'Hiose;
T;50000727;abcdef;E-Studio;
T;50000728;abcdef;E-plant;
T;50000729;abcdef;E.L.F;
T;50000730;abcdef;EASIES;
T;50000731;abcdef;EDGE PLUS;
T;50000732;abcdef;EGON;
T;50000733;abcdef;ELEGANZE DECOR;
T;50000734;abcdef;ELITE STATUES;
T;50000735;abcdef;ELLE;
T;50000736;abcdef;ENTEASE;
T;50000737;abcdef;EON;
T;50000738;abcdef;ESBEDA;
T;50000739;abcdef;ESIDON;
T;50000740;abcdef;ETHICS;
T;50000741;abcdef;ETTI;
T;50000742;abcdef;EVER WEAR;
T;50000743;abcdef;EYE GLASS;
T;50000744;abcdef;EZ Life;
T;50000745;abcdef;EZRA;
T;50000746;abcdef;Eaglemoss Publications;
T;50000747;abcdef;Earth Ro System;
T;50000748;abcdef;Eastman;
T;50000749;abcdef;Easy;
T;50000750;abcdef;Easy Gardening;
T;50000751;abcdef;Easy4buy;
T;50000752;abcdef;Ebry;
